Gene name	Brugia malayi (PRJNA10729) [WS285] protein stable ID	Homology type
TMUE_3000014514	Bm5528.1	ortholog_one2many
TMUE_3000014513	Bm7670a.1	ortholog_one2one
TMUE_3000012378		
TMUE_3000014512		
TMUE_3000012377		
TMUE_3000012376		
TMUE_3000012375		
TMUE_3000014510		
TMUE_3000014509		
TMUE_3000012373		
TMUE_3000012372		
TMUE_3000012371	Bm2676.1	ortholog_one2many
TMUE_3000014508		
TMUE_3000014507	Bm1677.1	ortholog_one2many
TMUE_3000012369		
TMUE_3000014502	Bm11611.1	ortholog_one2one
TMUE_3000014501		
TMUE_3000012367	Bm4255a.1	ortholog_one2one
TMUE_3000012366	Bm18118.1	ortholog_one2one
TMUE_3000012365		
TMUE_3000014500	Bm7158.1	ortholog_one2one
TMUE_3000012364	Bm6533.1	ortholog_one2one
TMUE_3000014499	Bm13831.1	ortholog_one2one
TMUE_3000012362	Bm5659a.1	ortholog_one2one
TMUE_3000014498	Bm12605a.1	ortholog_many2many
TMUE_3000012361	Bm8993.1	ortholog_one2many
TMUE_3000012361	Bm3302.1	ortholog_one2many
TMUE_3000014496	Bm13746.1	ortholog_one2many
TMUE_3000012359		
TMUE_3000014495		
TMUE_3000012358		
TMUE_3000014493	Bm13963.1	ortholog_one2one
TMUE_3000012357		
TMUE_3000012356		
TMUE_3000012355		
TMUE_3000014491	Bm6739a.2	ortholog_one2one
TMUE_3000014490		
TMUE_3000014489	Bm6951.1	ortholog_one2one
TMUE_3000014488		
TMUE_3000014484		
TMUE_3000012352		
TMUE_3000014482		
TMUE_3000014481		
TMUE_3000014480		
TMUE_3000012350		
TMUE_3000012349	Bm6113.1	ortholog_one2many
TMUE_3000014478		
TMUE_3000012347		
TMUE_3000012345	Bm6410.1	ortholog_one2one
TMUE_3000014477		
TMUE_3000014476		
TMUE_3000012343		
TMUE_3000014475		
TMUE_3000012342	Bm3230b.1	ortholog_one2one
TMUE_3000012341	Bm5476.1	ortholog_one2one
TMUE_3000014474		
TMUE_3000014473		
TMUE_3000012339	Bm13846.1	ortholog_many2many
TMUE_3000012338	Bm4547.1	ortholog_one2one
TMUE_3000012337	Bm2878.1	ortholog_one2one
TMUE_3000014472	Bm6355.1	ortholog_one2one
TMUE_3000014471		
TMUE_3000012336		
TMUE_3000014470		
TMUE_3000012335	Bm6207a.1	ortholog_one2one
TMUE_3000014468		
TMUE_3000012333	Bm7186.1	ortholog_one2one
TMUE_3000014467	Bm6532a.1	ortholog_one2one
TMUE_3000012332	Bm5182.1	ortholog_one2one
TMUE_3000014465	Bm3140.1	ortholog_one2one
TMUE_3000012331		
TMUE_3000012330	Bm14079.1	ortholog_one2one
TMUE_3000014464		
TMUE_3000012329	Bm3272d.1	ortholog_one2one
TMUE_3000014463		
TMUE_3000014462		
TMUE_3000014460	Bm3336.1	ortholog_one2one
TMUE_3000014459	Bm3848.1	ortholog_one2one
TMUE_3000014458	Bm7124a.1	ortholog_one2one
TMUE_3000014455	Bm5162.1	ortholog_one2one
TMUE_3000012325	Bm2294.1	ortholog_one2one
TMUE_3000014453		
TMUE_3000014452		
TMUE_3000012324	Bm11019.1	ortholog_many2many
TMUE_3000012324	Bm4394.1	ortholog_many2many
TMUE_3000014451	Bm5661.1	ortholog_one2one
TMUE_3000012323		
TMUE_3000012322	Bm4529.1	ortholog_one2one
TMUE_3000014450		
TMUE_3000012320		
TMUE_3000014444		
TMUE_3000014442	Bm7378.1	ortholog_one2one
TMUE_3000012318	Bm3724a.2	ortholog_one2one
TMUE_3000014441	Bm3586.1	ortholog_one2one
TMUE_3000012316	Bm12606a.1	ortholog_one2one
TMUE_3000014440	Bm3370b.1	ortholog_one2one
TMUE_3000014439	Bm6042a.1	ortholog_one2one
TMUE_3000012315		
TMUE_3000014438	Bm7498.1	ortholog_one2many
TMUE_3000014437	Bm7357.1	ortholog_one2one
TMUE_3000014436		
TMUE_3000012314		
TMUE_3000012311	Bm14765.1	ortholog_one2one
TMUE_3000014435		
TMUE_3000012310		
TMUE_3000012309		
TMUE_3000014432		
TMUE_3000014431		
TMUE_3000012307	Bm6831.2	ortholog_one2one
TMUE_3000012306	Bm9516b.1	ortholog_one2one
TMUE_3000012305		
TMUE_3000012304	Bm3921a.1	ortholog_one2one
TMUE_3000014429		
TMUE_3000012303	Bm5028a.1	ortholog_one2many
TMUE_3000012301		
TMUE_2000008444		
TMUE_2000006170	Bm5396.1	ortholog_one2one
TMUE_2000008446	Bm4549.1	ortholog_one2one
TMUE_2000006171	Bm5488a.1	ortholog_one2one
TMUE_2000006172		
TMUE_2000008448		
TMUE_2000008450		
TMUE_2000008451	Bm3716a.1	ortholog_one2one
TMUE_2000006174		
TMUE_2000006175		
TMUE_2000006176		
TMUE_2000008454	Bm6621.1	ortholog_one2one
TMUE_2000006177	Bm4645a.1	ortholog_one2one
TMUE_2000008455	Bm4762.1	ortholog_one2one
TMUE_2000008459		
TMUE_2000008460		
TMUE_2000008463		
TMUE_2000008464		
TMUE_2000008465		
TMUE_3000011655		
TMUE_2000006179		
TMUE_2000008466		
TMUE_2000006182	Bm3910.1	ortholog_many2many
TMUE_2000006182	Bm7657.1	ortholog_many2many
TMUE_2000006182	Bm10093.1	ortholog_many2many
TMUE_2000008467	Bm6538.1	ortholog_one2one
TMUE_2000008468		
TMUE_2000006184		
TMUE_2000008469		
TMUE_2000006187	Bm13781a.1	ortholog_one2one
TMUE_2000008472	Bm6662.1	ortholog_one2one
TMUE_2000008475		
TMUE_2000006191	Bm5074a.1	ortholog_one2one
TMUE_2000006193		
TMUE_2000006194		
TMUE_1000005924	Bm4285a.1	ortholog_one2one
TMUE_1000004184		
TMUE_1000005923		
TMUE_1000005922	Bm2237a.1	ortholog_one2one
TMUE_1000004183		
TMUE_1000005921		
TMUE_1000005920	Bm4364a.1	ortholog_many2many
TMUE_1000005920	Bm13407.1	ortholog_many2many
TMUE_1000004182	Bm522.1	ortholog_one2many
TMUE_1000004180	Bm6323.1	ortholog_one2one
TMUE_1000004179	Bm12860b.1	ortholog_one2one
TMUE_1000004178	Bm12503.1	ortholog_one2one
TMUE_1000005915	Bm6724.1	ortholog_one2one
TMUE_1000005914	Bm1896b.1	ortholog_one2many
TMUE_1000004177		
TMUE_1000005912	Bm2971a.1	ortholog_one2one
TMUE_1000005911	Bm2510.1	ortholog_many2many
TMUE_1000005911	Bm2511.1	ortholog_many2many
TMUE_1000005910		
TMUE_1000004175	Bm13856.1	ortholog_one2many
TMUE_1000004173		
TMUE_1000004172	Bm6958.1	ortholog_one2one
TMUE_1000005909		
TMUE_1000004171	Bm6616c.1	ortholog_one2one
TMUE_1000004170		
TMUE_1000004169		
TMUE_1000005907	Bm5443a.1	ortholog_one2one
TMUE_1000005906	Bm2271.1	ortholog_many2many
TMUE_1000004168	Bm7036.1	ortholog_one2one
TMUE_1000005905	Bm6947.1	ortholog_one2one
TMUE_1000005904	Bm12235.1	ortholog_one2many
TMUE_1000005903		
TMUE_1000005902	Bm3872.1	ortholog_one2one
TMUE_1000005899	Bm9541.1	ortholog_one2many
TMUE_1000004166		
TMUE_2000008749	Bm10695a.1	ortholog_one2one
TMUE_2000008751	Bm11663.1	ortholog_one2one
TMUE_2000008752		
TMUE_2000008753		
TMUE_2000008754		
TMUE_2000006429		
TMUE_2000008755		
TMUE_2000008756		
TMUE_2000006431	Bm5301.1	ortholog_one2one
TMUE_2000008757	Bm3575a.1	ortholog_one2many
TMUE_2000008757	Bm5359.1	ortholog_one2many
TMUE_2000006947	Bm4354.2	ortholog_one2one
TMUE_2000006948		
TMUE_2000006949	Bm4764d.1	ortholog_one2one
TMUE_2000009316		
TMUE_2000006950		
TMUE_2000009317	Bm13950.1	ortholog_one2one
TMUE_2000009319	Bm5513a.1	ortholog_one2one
TMUE_2000006951	Bm14179.1	ortholog_many2many
TMUE_2000009321	Bm5439.1	ortholog_one2one
TMUE_2000006952		
TMUE_2000006953	Bm13839.1	ortholog_one2one
TMUE_2000009322	Bm6390.1	ortholog_one2one
TMUE_2000006954		
TMUE_2000009323	Bm1492a.1	ortholog_one2one
TMUE_2000006955		
TMUE_2000006956		
TMUE_2000006957		
TMUE_2000006958		
TMUE_2000009324	Bm5817.1	ortholog_one2one
TMUE_2000009325		
TMUE_2000006959		
TMUE_2000009327		
TMUE_2000006966		
TMUE_2000009330	Bm5271.1	ortholog_one2one
TMUE_2000006968		
TMUE_2000006969		
TMUE_2000009331	Bm291.1	ortholog_one2one
TMUE_2000006971	Bm3032.1	ortholog_one2one
TMUE_2000009332	Bm13655.1	ortholog_one2one
TMUE_2000009334	Bm5248a.1	ortholog_one2one
TMUE_2000006974	Bm7832.1	ortholog_many2many
TMUE_2000006974	Bm12714.1	ortholog_many2many
TMUE_2000009335	Bm5378a.1	ortholog_one2one
TMUE_2000006975	Bm13949.1	ortholog_one2one
TMUE_2000006976		
TMUE_2000009336		
TMUE_2000009337	Bm3746b.1	ortholog_many2many
TMUE_2000009338	Bm14675.1	ortholog_one2one
TMUE_2000006977		
TMUE_2000009339	Bm5906.1	ortholog_one2one
TMUE_2000009342		
TMUE_2000009344	Bm1827a.1	ortholog_one2one
TMUE_2000009345		
TMUE_2000006980		
TMUE_2000009346		
TMUE_2000009347		
TMUE_2000006981		
TMUE_2000009348		
TMUE_2000009349	Bm18577.1	ortholog_one2one
TMUE_2000009350		
TMUE_2000009351		
TMUE_2000006982		
TMUE_2000009354	Bm13944a.1	ortholog_one2many
TMUE_2000006983	Bm4092.2	ortholog_one2one
TMUE_2000009355		
TMUE_2000006984		
TMUE_2000006985	Bm10532.1	ortholog_one2one
TMUE_2000006986	Bm13686.1	ortholog_one2one
TMUE_2000009360	Bm3616a.1	ortholog_one2one
TMUE_2000006987		
TMUE_2000009361	Bm1914a.1	ortholog_one2one
TMUE_2000006988	Bm5173.1	ortholog_one2one
TMUE_2000009362		
TMUE_2000009363		
TMUE_2000006989		
TMUE_2000009364	Bm5562a.1	ortholog_one2one
TMUE_2000006990		
TMUE_2000006991		
TMUE_2000006992	Bm12361.1	ortholog_one2one
TMUE_2000009368		
TMUE_2000006993		
TMUE_2000006994	Bm6653.7	ortholog_one2one
TMUE_2000009369		
TMUE_2000009373		
TMUE_2000009378		
TMUE_2000009379		
TMUE_2000009380		
TMUE_2000009381		
TMUE_2000006995	Bm9214a.1	ortholog_many2many
TMUE_2000006995	Bm14822.1	ortholog_many2many
TMUE_2000006995	Bm11054a.1	ortholog_many2many
TMUE_2000006995	Bm720a.1	ortholog_many2many
TMUE_2000009382		
TMUE_2000009384	Bm2572a.1	ortholog_one2one
TMUE_2000006996		
TMUE_2000006997		
TMUE_2000009386	Bm5114a.1	ortholog_one2many
TMUE_2000009387		
TMUE_3000013552		
TMUE_3000011394		
TMUE_3000013553	Bm4358a.1	ortholog_one2one
TMUE_3000013554		
TMUE_3000011395	Bm6928a.1	ortholog_one2one
TMUE_3000013555		
TMUE_3000011396		
TMUE_3000011397	Bm13979.1	ortholog_one2one
TMUE_3000013556	Bm4098.1	ortholog_one2one
TMUE_3000011398	Bm6002.1	ortholog_one2one
TMUE_3000011399	Bm7655a.1	ortholog_one2one
TMUE_3000011400	Bm4929.1	ortholog_one2many
TMUE_3000013558	Bm3081a.1	ortholog_one2one
TMUE_3000013559	Bm7580a.1	ortholog_one2one
TMUE_3000011401	Bm4756.1	ortholog_one2many
TMUE_3000011402		
TMUE_3000011403		
TMUE_3000013560		
TMUE_3000011404		
TMUE_3000011405		
TMUE_2000009117		
TMUE_2000006768	Bm14022.1	ortholog_one2many
TMUE_2000006769		
TMUE_2000009118	Bm6889a.1	ortholog_one2one
TMUE_2000006770		
TMUE_2000006771		
TMUE_2000009119		
TMUE_2000006773		
TMUE_2000006774		
TMUE_2000009121		
TMUE_2000006775	Bm4698b.1	ortholog_one2many
TMUE_2000006775	Bm5382.1	ortholog_one2many
TMUE_2000009123	Bm2435.1	ortholog_one2one
TMUE_2000006776	Bm6367.1	ortholog_one2one
TMUE_2000009124		
TMUE_2000009126		
TMUE_2000006778		
TMUE_2000009127		
TMUE_2000006779		
TMUE_2000006780	Bm3768.1	ortholog_one2one
TMUE_2000009128	Bm2949.1	ortholog_one2one
TMUE_2000009129	Bm10686b.1	ortholog_one2many
TMUE_2000009130	Bm10686b.1	ortholog_one2many
TMUE_2000009131	Bm2874a.1	ortholog_many2many
TMUE_2000009131	Bm3206a.1	ortholog_many2many
TMUE_2000009131	Bm8720.1	ortholog_many2many
TMUE_2000006781	Bm2877.1	ortholog_many2many
TMUE_2000006781	Bm7650.1	ortholog_many2many
TMUE_2000006781	Bm9762.1	ortholog_many2many
TMUE_2000009132		
TMUE_2000009133		
TMUE_2000006782	Bm2698.1	ortholog_one2one
TMUE_2000006783	Bm13913a.1	ortholog_one2one
TMUE_2000006784	Bm7211.1	ortholog_one2one
TMUE_2000006785		
TMUE_2000009134		
TMUE_2000006786	Bm9005.1	ortholog_one2one
TMUE_2000009135	Bm2354.1	ortholog_one2one
TMUE_2000009136	Bm3242.1	ortholog_one2one
TMUE_2000006787		
TMUE_2000009137	Bm5961.1	ortholog_one2one
TMUE_2000006788	Bm4437.1	ortholog_one2one
TMUE_2000009139		
TMUE_2000009140		
TMUE_2000006790		
TMUE_2000009141		
TMUE_2000006791		
TMUE_2000006792		
TMUE_2000009142		
TMUE_2000006793		
TMUE_2000006794		
TMUE_2000006795		
TMUE_2000006796		
TMUE_2000009143		
TMUE_2000006798		
TMUE_2000006800	Bm6150.1	ortholog_one2one
TMUE_2000006802		
TMUE_2000006803	Bm2806.1	ortholog_one2one
TMUE_2000006804		
TMUE_2000009148		
TMUE_2000006805		
TMUE_2000009149		
TMUE_2000009150		
TMUE_2000006806		
TMUE_2000006807		
TMUE_2000009153	Bm2720.1	ortholog_one2one
TMUE_2000009155		
TMUE_3000011484		
TMUE_2000009158		
TMUE_2000006811	Bm4796.1	ortholog_one2one
TMUE_2000009159	Bm4810a.1	ortholog_one2one
TMUE_2000006812	Bm13968.1	ortholog_one2one
TMUE_2000006813	Bm12208.1	ortholog_one2one
TMUE_2000009161		
TMUE_2000009162	Bm7373.1	ortholog_one2one
TMUE_2000009163	Bm4617.1	ortholog_one2one
TMUE_2000009164		
TMUE_2000009165	Bm7078.1	ortholog_one2one
TMUE_2000009166		
TMUE_2000006815		
TMUE_2000009167	Bm3707a.1	ortholog_one2one
TMUE_2000009168	Bm7439a.1	ortholog_one2one
TMUE_2000006816		
TMUE_2000009169		
TMUE_2000006819	Bm7832.1	ortholog_many2many
TMUE_2000006819	Bm12714.1	ortholog_many2many
TMUE_2000006820		
TMUE_2000009171		
TMUE_2000006822	Bm1776b.1	ortholog_one2one
TMUE_2000009172	Bm6345.1	ortholog_one2one
TMUE_2000009173	Bm4323.1	ortholog_one2one
TMUE_2000006823		
TMUE_2000006824		
TMUE_2000009174		
TMUE_2000006825	Bm4511b.1	ortholog_one2one
TMUE_2000009176		
TMUE_2000006827		
TMUE_2000009177		
TMUE_2000006828		
TMUE_2000006829	Bm1744d.1	ortholog_one2one
TMUE_2000009179	Bm2325a.1	ortholog_one2one
TMUE_2000009180	Bm6758.1	ortholog_one2one
TMUE_2000006830		
TMUE_2000006831		
TMUE_2000009181	Bm2037a.1	ortholog_one2one
TMUE_2000006834		
TMUE_2000006835	Bm7028.1	ortholog_one2one
TMUE_2000009182	Bm4739a.1	ortholog_one2one
TMUE_2000006836		
TMUE_2000006837		
TMUE_2000009183	Bm7613.1	ortholog_one2one
TMUE_2000006838		
TMUE_2000006839		
TMUE_2000009184		
TMUE_2000009185	Bm7363.1	ortholog_one2one
TMUE_2000009187	Bm4297a.1	ortholog_one2one
TMUE_2000006840		
TMUE_2000009188	Bm4756.1	ortholog_one2many
TMUE_2000009189	Bm5948.1	ortholog_one2one
TMUE_2000009190	Bm3544.1	ortholog_one2one
TMUE_2000006841		
TMUE_2000009191		
TMUE_2000009192	Bm6511a.1	ortholog_one2one
TMUE_2000009193		
TMUE_2000006842	Bm13867.1	ortholog_one2one
TMUE_2000009195		
TMUE_2000006844		
TMUE_2000006845		
TMUE_2000009196		
TMUE_2000006846	Bm4375c.1	ortholog_one2one
TMUE_2000009197		
TMUE_2000006848		
TMUE_2000009198		
TMUE_0000001337		
TMUE_2000006853		
TMUE_2000009200		
TMUE_2000006854		
TMUE_2000009201		
TMUE_2000006855	Bm6482a.1	ortholog_one2many
TMUE_2000006855	Bm8305a.1	ortholog_one2many
TMUE_3000011324		
TMUE_3000011323		
TMUE_3000011320		
TMUE_3000013485	Bm7077b.1	ortholog_one2many
TMUE_3000013485	Bm6413a.1	ortholog_one2many
TMUE_3000013484		
TMUE_3000011319	Bm348a.1	ortholog_one2one
TMUE_3000011318	Bm4524.1	ortholog_one2one
TMUE_3000011317	Bm13725.1	ortholog_one2many
TMUE_3000011316	Bm7601.1	ortholog_one2one
TMUE_3000013483	Bm8538.1	ortholog_one2many
TMUE_3000011315	Bm2319a.1	ortholog_one2one
TMUE_3000011314	Bm13895a.1	ortholog_one2one
TMUE_3000011313	Bm12211a.1	ortholog_one2one
TMUE_3000013481		
TMUE_3000013480		
TMUE_3000011312		
TMUE_3000013479	Bm3437a.1	ortholog_one2many
TMUE_3000011310		
TMUE_3000013478		
TMUE_3000013477	Bm2038b.1	ortholog_one2many
TMUE_3000013477	Bm2011a.1	ortholog_one2many
TMUE_3000013476		
TMUE_3000013475		
TMUE_3000011304	Bm5823b.1	ortholog_one2many
TMUE_3000013473	Bm5883.1	ortholog_one2one
TMUE_3000013472	Bm9570.1	ortholog_one2one
TMUE_3000013468		
TMUE_3000011300		
TMUE_3000011299		
TMUE_3000013464	Bm5598.1	ortholog_one2one
TMUE_3000010718		
TMUE_3000011297		
TMUE_3000013462	Bm4640.1	ortholog_one2one
TMUE_3000013461	Bm7317.1	ortholog_one2one
TMUE_3000011296		
TMUE_3000013459	Bm4501.1	ortholog_one2one
TMUE_3000013458	Bm6727.1	ortholog_one2one
TMUE_3000013455	Bm3332d.1	ortholog_one2one
TMUE_3000011295	Bm5675a.1	ortholog_one2one
TMUE_3000011294		
TMUE_3000013454	Bm3693a.1	ortholog_one2one
TMUE_3000011292		
TMUE_3000013368	Bm13944a.1	ortholog_one2many
TMUE_3000013367		
TMUE_3000013449		
TMUE_3000011285	Bm4874.1	ortholog_one2many
TMUE_3000011187	Bm4259a.1	ortholog_many2many
TMUE_3000011187	Bm9583b.1	ortholog_many2many
TMUE_3000011280		
TMUE_3000011276	Bm14080.1	ortholog_many2many
TMUE_3000011276	Bm17215.1	ortholog_many2many
TMUE_3000013358		
TMUE_3000011172	Bm2762a.1	ortholog_one2many
TMUE_3000013347		
TMUE_3000013343		
TMUE_3000013342		
TMUE_3000013340	Bm2019.1	ortholog_one2many
TMUE_3000011166		
TMUE_3000011165		
TMUE_3000013339	Bm4152d.1	ortholog_one2many
TMUE_3000011164	Bm4318a.1	ortholog_one2many
TMUE_3000013338	Bm13697a.1	ortholog_one2many
TMUE_3000013337	Bm14750b.1	ortholog_one2many
TMUE_3000011162		
TMUE_3000011161		
TMUE_3000013335	Bm5356.1	ortholog_many2many
TMUE_3000013335	Bm7415a.1	ortholog_many2many
TMUE_3000011159		
TMUE_3000013334	Bm4856a.1	ortholog_one2many
TMUE_3000011158		
TMUE_3000013333		
TMUE_3000011156		
TMUE_3000013332		
TMUE_3000011155		
TMUE_3000011154	Bm2252a.1	ortholog_one2many
TMUE_3000013330		
TMUE_3000011153	Bm3486.1	ortholog_one2many
TMUE_3000013328	Bm14701.1	ortholog_one2many
TMUE_3000013327		
TMUE_3000011152	Bm3671.1	ortholog_one2many
TMUE_3000013326		
TMUE_3000013324		
TMUE_3000011151		
TMUE_3000013322	Bm13761.1	ortholog_one2many
TMUE_3000013321	Bm6088b.1	ortholog_one2many
TMUE_3000011150	Bm13917.1	ortholog_one2many
TMUE_3000013318		
TMUE_3000011147		
TMUE_3000013317	Bm3917a.1	ortholog_one2many
TMUE_3000011143		
TMUE_3000011141		
TMUE_3000013316	Bm5077.1	ortholog_one2many
TMUE_1000004296	Bm1739a.1	ortholog_one2one
TMUE_3000013001		
TMUE_3000013000		
TMUE_3000012999		
TMUE_3000012998		
TMUE_3000012996		
TMUE_3000012995		
TMUE_3000010832	Bm4909.1	ortholog_one2one
TMUE_3000010831		
TMUE_3000012994	Bm5066.1	ortholog_one2one
TMUE_3000010829		
TMUE_3000010828	Bm6238.1	ortholog_one2one
TMUE_3000010827	Bm13932.1	ortholog_one2one
TMUE_3000012993		
TMUE_3000010826	Bm3788.1	ortholog_one2one
TMUE_3000010825		
TMUE_3000012992		
TMUE_3000010824		
TMUE_3000012990	Bm5614.1	ortholog_one2one
TMUE_3000012988		
TMUE_3000010822	Bm5222.1	ortholog_one2one
TMUE_3000010821		
TMUE_3000012986	Bm13943.1	ortholog_one2one
TMUE_3000012985		
TMUE_3000010819		
TMUE_3000012984		
TMUE_3000012983		
TMUE_3000010817	Bm6412a.1	ortholog_one2many
TMUE_3000010816		
TMUE_3000012981		
TMUE_3000012980		
TMUE_3000010815	Bm8064.1	ortholog_one2one
TMUE_3000010814	Bm5493c.1	ortholog_one2one
TMUE_3000012977		
TMUE_3000012976	Bm2947.1	ortholog_one2one
TMUE_3000010813	Bm4732a.1	ortholog_one2one
TMUE_3000012974		
TMUE_3000010810	Bm2612a.1	ortholog_one2one
TMUE_3000012973	Bm4162.1	ortholog_one2many
TMUE_3000012971	Bm8154.1	ortholog_one2one
TMUE_3000010809		
TMUE_3000012970		
TMUE_3000010808	Bm5778a.1	ortholog_one2one
TMUE_3000012969	Bm5993.1	ortholog_one2one
TMUE_3000012968		
TMUE_3000012967	Bm6683.1	ortholog_many2many
TMUE_3000012967	Bm5245.1	ortholog_many2many
TMUE_3000010806		
TMUE_3000010805		
TMUE_3000012965		
TMUE_3000010804	Bm5901a.1	ortholog_one2one
TMUE_3000010803		
TMUE_3000012964		
TMUE_3000010802		
TMUE_3000012963		
TMUE_3000010801	Bm6466.1	ortholog_one2one
TMUE_3000012961	Bm13914.1	ortholog_one2one
TMUE_3000010800	Bm3658.1	ortholog_one2one
TMUE_3000010799	Bm4118a.1	ortholog_one2many
TMUE_3000012959	Bm1701.1	ortholog_one2one
TMUE_3000010798		
TMUE_3000010797	Bm7306.1	ortholog_one2one
TMUE_3000010795		
TMUE_3000012958		
TMUE_3000012956	Bm13896.1	ortholog_one2one
TMUE_3000010794	Bm3182.1	ortholog_one2one
TMUE_3000012955	Bm4674.1	ortholog_one2one
TMUE_3000012954	Bm7532.1	ortholog_one2one
TMUE_3000010793		
TMUE_3000012953		
TMUE_3000012952		
TMUE_3000010792		
TMUE_3000012950		
TMUE_3000012949	Bm5926a.1	ortholog_one2one
TMUE_3000010791	Bm3674a.1	ortholog_one2one
TMUE_3000010790	Bm2528.1	ortholog_one2one
TMUE_3000012948	Bm1961a.1	ortholog_one2one
TMUE_3000012947	Bm6988.1	ortholog_one2one
TMUE_3000012946	Bm2466a.1	ortholog_one2one
TMUE_3000012942	Bm6221a.1	ortholog_one2many
TMUE_3000012941	Bm6372.1	ortholog_one2one
TMUE_3000012940	Bm4288.1	ortholog_one2one
TMUE_3000012939		
TMUE_3000010788		
TMUE_3000012938		
TMUE_3000010787	Bm2543.1	ortholog_one2one
TMUE_3000012937		
TMUE_3000012936	Bm7381.1	ortholog_one2one
TMUE_3000010786		
TMUE_3000010785		
TMUE_3000012935		
TMUE_3000012932	Bm6029.1	ortholog_one2one
TMUE_3000012931	Bm6028.1	ortholog_one2one
TMUE_3000012930		
TMUE_3000010784	Bm2675b.1	ortholog_one2one
TMUE_3000012929	Bm7206.1	ortholog_one2many
TMUE_3000012929	Bm10625.1	ortholog_one2many
TMUE_3000010783	Bm4650.1	ortholog_one2one
TMUE_3000010782		
TMUE_3000010781		
TMUE_3000012928		
TMUE_3000010780		
TMUE_3000012926		
TMUE_3000010779		
TMUE_3000012925	Bm8890.1	ortholog_one2one
TMUE_3000012924	Bm6322.1	ortholog_one2one
TMUE_3000012923	Bm13597.1	ortholog_one2many
TMUE_3000012923	Bm5597.1	ortholog_one2many
TMUE_3000012923	Bm8002.1	ortholog_one2many
TMUE_3000012921	Bm9936.1	ortholog_one2one
TMUE_3000012920	Bm6464b.1	ortholog_one2one
TMUE_3000010776	Bm3996.1	ortholog_many2many
TMUE_3000010776	Bm1575.1	ortholog_many2many
TMUE_3000012919		
TMUE_3000012917		
TMUE_3000012916		
TMUE_3000012915	Bm2752.1	ortholog_one2many
TMUE_3000012915	Bm9139.1	ortholog_one2many
TMUE_3000012913	Bm7130.1	ortholog_one2many
TMUE_3000012910	Bm7333b.1	ortholog_one2one
TMUE_3000012909		
TMUE_3000012907		
TMUE_3000010773	Bm6620.1	ortholog_one2one
TMUE_3000012906		
TMUE_3000010772	Bm2498.1	ortholog_one2one
TMUE_3000012904	Bm13721a.1	ortholog_one2one
TMUE_3000010771		
TMUE_3000012903	Bm4643.1	ortholog_one2one
TMUE_3000010769		
TMUE_3000012902	Bm2056a.1	ortholog_one2one
TMUE_3000012901	Bm4245.1	ortholog_one2one
TMUE_3000010768	Bm3681a.1	ortholog_one2one
TMUE_3000012900		
TMUE_3000012899		
TMUE_3000012898		
TMUE_3000010766		
TMUE_3000012896	Bm7597.1	ortholog_one2one
TMUE_3000012895		
TMUE_3000010765	Bm3208.1	ortholog_one2one
TMUE_3000012893		
TMUE_3000012892		
TMUE_3000012890		
TMUE_3000012889	Bm2726a.1	ortholog_one2many
TMUE_3000012888	Bm2726a.1	ortholog_one2many
TMUE_3000010761	Bm4135a.1	ortholog_one2one
TMUE_3000012887	Bm5631.1	ortholog_one2one
TMUE_1000005734		
TMUE_1000003997	Bm6891.1	ortholog_one2one
TMUE_1000005733		
TMUE_1000005732		
TMUE_1000003995		
TMUE_1000005731		
TMUE_1000005730	Bm2422.1	ortholog_one2one
TMUE_1000003994		
TMUE_1000003992	Bm8298.1	ortholog_one2one
TMUE_1000003991		
TMUE_1000005729	Bm10394a.1	ortholog_one2many
TMUE_1000005727		
TMUE_1000003987		
TMUE_1000005726		
TMUE_1000005725		
TMUE_1000003986		
TMUE_1000005723		
TMUE_1000005722	Bm9545.1	ortholog_one2many
TMUE_1000005721	Bm9715a.1	ortholog_many2many
TMUE_1000005721	Bm8641.1	ortholog_many2many
TMUE_1000005721	Bm9714b.1	ortholog_many2many
TMUE_1000005721	Bm5436.1	ortholog_many2many
TMUE_1000003985		
TMUE_1000003984		
TMUE_1000003983	Bm9715a.1	ortholog_many2many
TMUE_1000003983	Bm8641.1	ortholog_many2many
TMUE_1000003983	Bm9714b.1	ortholog_many2many
TMUE_1000003983	Bm5436.1	ortholog_many2many
TMUE_1000005720		
TMUE_1000005719	Bm7176.1	ortholog_one2one
TMUE_1000005718	Bm2826b.1	ortholog_one2many
TMUE_1000005717		
TMUE_1000005716		
TMUE_1000005714		
TMUE_1000003979	Bm3652.1	ortholog_one2one
TMUE_1000003978	Bm14055.1	ortholog_one2one
TMUE_1000005711		
TMUE_1000003977	Bm5145.1	ortholog_one2many
TMUE_1000003976	Bm5145.1	ortholog_one2many
TMUE_1000003975		
TMUE_1000005710		
TMUE_1000005709		
TMUE_1000005708		
TMUE_1000005707	Bm12628a.1	ortholog_one2many
TMUE_1000005706		
TMUE_1000003974	Bm5918.1	ortholog_one2one
TMUE_1000003973		
TMUE_1000003972	Bm3704.1	ortholog_one2one
TMUE_1000005705		
TMUE_1000005703	Bm6617.1	ortholog_one2one
TMUE_1000003971	Bm3584a.1	ortholog_one2one
TMUE_1000005700		
TMUE_1000003970		
TMUE_1000003969	Bm12093a.1	ortholog_one2one
TMUE_1000005699	Bm13751.1	ortholog_one2many
TMUE_1000005698		
TMUE_1000003968		
TMUE_1000005697		
